0.0000045,0.0000048,0.0000051,0.0000053,0.0000055,0.0000055,0.0000055,0.0000055,0.0000054,0.0000053,0.0000051,0.0000050,0.0000050,0.0000049,0.0000049,0.0000050,0.0000050,0.0000052,0.0000054,0.0000057,0.0000060,0.0000065,0.0000070,0.0000077,0.0000084,0.0000092,0.0000101,0.0000108,0.0000113,0.0000114,0.0000110,0.0000102,0.0000091,0.0000079,0.0000068,0.0000058,0.0000049,0.0000042,0.0000037,0.0000032,0.0000028,0.0000025,0.0000023,0.0000020,0.0000019,0.0000017,0.0000016,0.0000015,0.0000015,0.0000014,0.0000014,0.0000014,0.0000013,0.0000013,0.0000013,0.0000014,0.0000014,0.0000014,0.0000015,0.0000015,0.0000016,0.0000017,0.0000018,0.0000020,0.0000021,0.0000023,0.0000026,0.0000028,0.0000031,0.0000034,0.0000038,0.0000041
0.0000401,0.0000409,0.0000411,0.0000409,0.0000404,0.0000395,0.0000386,0.0000375,0.0000364,0.0000354,0.0000346,0.0000338,0.0000332,0.0000327,0.0000324,0.0000322,0.0000321,0.0000321,0.0000322,0.0000323,0.0000324,0.0000325,0.0000325,0.0000324,0.0000321,0.0000316,0.0000309,0.0000299,0.0000288,0.0000275,0.0000261,0.0000246,0.0000232,0.0000217,0.0000203,0.0000190,0.0000179,0.0000168,0.0000158,0.0000150,0.0000142,0.0000136,0.0000130,0.0000126,0.0000122,0.0000119,0.0000117,0.0000115,0.0000115,0.0000115,0.0000116,0.0000117,0.0000119,0.0000123,0.0000127,0.0000132,0.0000138,0.0000145,0.0000153,0.0000163,0.0000175,0.0000188,0.0000204,0.0000221,0.0000240,0.0000260,0.0000283,0.0000306,0.0000329,0.0000352,0.0000372,0.0000389
0.0000302,0.0000319,0.0000341,0.0000367,0.0000400,0.0000440,0.0000490,0.0000552,0.0000628,0.0000722,0.0000840,0.0000985,0.0001162,0.0001375,0.0001620,0.0001887,0.0002148,0.0002366,0.0002501,0.0002533,0.0002469,0.0002337,0.0002172,0.0002004,0.0001849,0.0001716,0.0001609,0.0001526,0.0001468,0.0001432,0.0001419,0.0001427,0.0001458,0.0001514,0.0001595,0.0001707,0.0001852,0.0002032,0.0002247,0.0002489,0.0002734,0.0002940,0.0003049,0.0003012,0.0002819,0.0002511,0.0002155,0.0001807,0.0001501,0.0001246,0.0001040,0.0000877,0.0000747,0.0000645,0.0000564,0.0000498,0.0000446,0.0000404,0.0000370,0.0000343,0.0000321,0.0000303,0.0000289,0.0000279,0.0000271,0.0000266,0.0000263,0.0000263,0.0000266,0.0000271,0.0000278,0.0000288
0.0001336,0.0001366,0.0001401,0.0001441,0.0001486,0.0001537,0.0001592,0.0001653,0.0001719,0.0001791,0.0001868,0.0001950,0.0002039,0.0002135,0.0002238,0.0002350,0.0002472,0.0002606,0.0002755,0.0002922,0.0003111,0.0003328,0.0003580,0.0003877,0.0004230,0.0004657,0.0005180,0.0005831,0.0006654,0.0007714,0.0009106,0.0010973,0.0013532,0.0017101,0.0022121,0.0029032,0.0037697,0.0045999,0.0049257,0.0044632,0.0035375,0.0026262,0.0019259,0.0014325,0.0010912,0.0008528,0.0006828,0.0005589,0.0004666,0.0003965,0.0003424,0.0002999,0.0002661,0.0002389,0.0002168,0.0001988,0.0001840,0.0001717,0.0001616,0.0001533,0.0001465,0.0001410,0.0001365,0.0001330,0.0001304,0.0001286,0.0001275,0.0001270,0.0001272,0.0001280,0.0001293,0.0001312
0.0001062,0.0001059,0.0001064,0.0001077,0.0001098,0.0001130,0.0001171,0.0001223,0.0001289,0.0001370,0.0001469,0.0001590,0.0001737,0.0001917,0.0002137,0.0002410,0.0002750,0.0003176,0.0003718,0.0004414,0.0005321,0.0006519,0.0008122,0.0010298,0.0013284,0.0017396,0.0023013,0.0030430,0.0039503,0.0049078,0.0056858,0.0060613,0.0059953,0.0056369,0.0051739,0.0047293,0.0043551,0.0040604,0.0038348,0.0036590,0.0035098,0.0033612,0.0031881,0.0029708,0.0027024,0.0023921,0.0020622,0.0017392,0.0014442,0.0011889,0.0009762,0.0008033,0.0006647,0.0005543,0.0004665,0.0003965,0.0003406,0.0002955,0.0002591,0.0002295,0.0002053,0.0001854,0.0001689,0.0001554,0.0001442,0.0001349,0.0001273,0.0001211,0.0001161,0.0001123,0.0001094,0.0001074
0.0002847,0.0003053,0.0003305,0.0003616,0.0003998,0.0004470,0.0005055,0.0005785,0.0006701,0.0007858,0.0009328,0.0011197,0.0013571,0.0016550,0.0020193,0.0024442,0.0029006,0.0033305,0.0036579,0.0038234,0.0038175,0.0036809,0.0034755,0.0032550,0.0030546,0.0028926,0.0027768,0.0027103,0.0026949,0.0027334,0.0028306,0.0029945,0.0032369,0.0035724,0.0040159,0.0045726,0.0052142,0.0058394,0.0062454,0.0061988,0.0056275,0.0047178,0.0037514,0.0029110,0.0022509,0.0017557,0.0013897,0.0011189,0.0009169,0.0007643,0.0006475,0.0005569,0.0004860,0.0004297,0.0003848,0.0003487,0.0003196,0.0002960,0.0002770,0.0002618,0.0002498,0.0002406,0.0002338,0.0002292,0.0002267,0.0002262,0.0002276,0.0002311,0.0002366,0.0002445,0.0002549,0.0002681
0.0007741,0.0008153,0.0008673,0.0009323,0.0010133,0.0011141,0.0012403,0.0013993,0.0016014,0.0018612,0.0021997,0.0026470,0.0032466,0.0040609,0.0051746,0.0066883,0.0086730,0.0110380,0.0133124,0.0146349,0.0143816,0.0128291,0.0107897,0.0088735,0.0073077,0.0061004,0.0051884,0.0045016,0.0039829,0.0035896,0.0032909,0.0030647,0.0028948,0.0027696,0.0026802,0.0026196,0.0025819,0.0025617,0.0025536,0.0025523,0.0025517,0.0025454,0.0025273,0.0024917,0.0024344,0.0023539,0.0022512,0.0021298,0.0019955,0.0018544,0.0017127,0.0015755,0.0014464,0.0013278,0.0012209,0.0011259,0.0010425,0.0009701,0.0009079,0.0008549,0.0008104,0.0007735,0.0007437,0.0007202,0.0007028,0.0006912,0.0006851,0.0006845,0.0006895,0.0007005,0.0007177,0.0007420
0.0044159,0.0046783,0.0049653,0.0052801,0.0056261,0.0060071,0.0064265,0.0068872,0.0073904,0.0079351,0.0085159,0.0091214,0.0097320,0.0103179,0.0108390,0.0112477,0.0114953,0.0115423,0.0113691,0.0109830,0.0104172,0.0097227,0.0089562,0.0081697,0.0074034,0.0066844,0.0060278,0.0054397,0.0049200,0.0044651,0.0040694,0.0037264,0.0034300,0.0031743,0.0029539,0.0027642,0.0026013,0.0024616,0.0023422,0.0022408,0.0021552,0.0020836,0.0020248,0.0019774,0.0019406,0.0019134,0.0018954,0.0018859,0.0018846,0.0018912,0.0019054,0.0019272,0.0019566,0.0019934,0.0020378,0.0020897,0.0021495,0.0022171,0.0022928,0.0023769,0.0024694,0.0025707,0.0026812,0.0028010,0.0029307,0.0030707,0.0032217,0.0033845,0.0035598,0.0037491,0.0039536,0.0041752
0.0015771,0.0017306,0.0019207,0.0021578,0.0024559,0.0028348,0.0033224,0.0039593,0.0048054,0.0059505,0.0075317,0.0097597,0.0129534,0.0175660,0.0241154,0.0327654,0.0422365,0.0489478,0.0494196,0.0443350,0.0372393,0.0307021,0.0255380,0.0216919,0.0188858,0.0168529,0.0153886,0.0143450,0.0136151,0.0131184,0.0127889,0.0125665,0.0123906,0.0121978,0.0119240,0.0115135,0.0109317,0.0101772,0.0092843,0.0083128,0.0073293,0.0063910,0.0055361,0.0047833,0.0041362,0.0035889,0.0031305,0.0027490,0.0024321,0.0021692,0.0019511,0.0017699,0.0016194,0.0014944,0.0013908,0.0013054,0.0012354,0.0011788,0.0011341,0.0010999,0.0010754,0.0010600,0.0010532,0.0010549,0.0010653,0.0010847,0.0011137,0.0011534,0.0012050,0.0012704,0.0013519,0.0014527
0.0019452,0.0022198,0.0025571,0.0029734,0.0034898,0.0041327,0.0049353,0.0059372,0.0071835,0.0087217,0.0105932,0.0128207,0.0153921,0.0182458,0.0212695,0.0243195,0.0272568,0.0299816,0.0324420,0.0346082,0.0364205,0.0377327,0.0382811,0.0377260,0.0357995,0.0325102,0.0282396,0.0236034,0.0191799,0.0153261,0.0121645,0.0096630,0.0077215,0.0062265,0.0050756,0.0041862,0.0034942,0.0029515,0.0025223,0.0021798,0.0019044,0.0016813,0.0014992,0.0013497,0.0012264,0.0011243,0.0010397,0.0009695,0.0009113,0.0008635,0.0008245,0.0007932,0.0007688,0.0007506,0.0007382,0.0007313,0.0007296,0.0007331,0.0007419,0.0007562,0.0007763,0.0008028,0.0008362,0.0008776,0.0009281,0.0009890,0.0010623,0.0011502,0.0012557,0.0013825,0.0015354,0.0017204
