0.0000010,0.0000011,0.0000011,0.0000011,0.0000010,0.0000010,0.0000009,0.0000008,0.0000007,0.0000006,0.0000005,0.0000005,0.0000004,0.0000004,0.0000004,0.0000004,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000004,0.0000004,0.0000004,0.0000004,0.0000005,0.0000005,0.0000006,0.0000007,0.0000008,0.0000010,0.0000013,0.0000018,0.0000024,0.0000033,0.0000045,0.0000054,0.0000052,0.0000042,0.0000030,0.0000022,0.0000016,0.0000012,0.0000010,0.0000008,0.0000006,0.0000005,0.0000005,0.0000004,0.0000004,0.0000004,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000003,0.0000004,0.0000004,0.0000004,0.0000005,0.0000005,0.0000006,0.0000006,0.0000007,0.0000008,0.0000009
0.0000053,0.0000066,0.0000076,0.0000079,0.0000073,0.0000061,0.0000049,0.0000039,0.0000031,0.0000026,0.0000021,0.0000018,0.0000016,0.0000014,0.0000013,0.0000012,0.0000011,0.0000011,0.0000010,0.0000010,0.0000010,0.0000010,0.0000010,0.0000011,0.0000012,0.0000012,0.0000014,0.0000015,0.0000018,0.0000021,0.0000026,0.0000032,0.0000043,0.0000059,0.0000085,0.0000128,0.0000184,0.0000216,0.0000186,0.0000128,0.0000084,0.0000057,0.0000041,0.0000031,0.0000024,0.0000019,0.0000016,0.0000014,0.0000012,0.0000011,0.0000010,0.0000009,0.0000008,0.0000008,0.0000008,0.0000008,0.0000007,0.0000007,0.0000008,0.0000008,0.0000008,0.0000009,0.0000009,0.0000010,0.0000011,0.0000013,0.0000015,0.0000018,0.0000021,0.0000026,0.0000033,0.0000042
0.0000046,0.0000053,0.0000061,0.0000069,0.0000077,0.0000083,0.0000087,0.0000087,0.0000084,0.0000079,0.0000074,0.0000068,0.0000062,0.0000057,0.0000053,0.0000049,0.0000047,0.0000045,0.0000043,0.0000043,0.0000042,0.0000043,0.0000044,0.0000046,0.0000048,0.0000052,0.0000057,0.0000063,0.0000071,0.0000081,0.0000094,0.0000108,0.0000124,0.0000140,0.0000149,0.0000150,0.0000141,0.0000124,0.0000104,0.0000086,0.0000071,0.0000058,0.0000048,0.0000041,0.0000035,0.0000030,0.0000027,0.0000024,0.0000022,0.0000020,0.0000018,0.0000017,0.0000016,0.0000016,0.0000015,0.0000015,0.0000015,0.0000014,0.0000015,0.0000015,0.0000015,0.0000016,0.0000017,0.0000018,0.0000019,0.0000020,0.0000022,0.0000025,0.0000027,0.0000031,0.0000035,0.0000040
0.0000112,0.0000123,0.0000135,0.0000147,0.0000158,0.0000169,0.0000178,0.0000184,0.0000188,0.0000189,0.0000188,0.0000185,0.0000180,0.0000175,0.0000170,0.0000166,0.0000162,0.0000159,0.0000157,0.0000156,0.0000157,0.0000158,0.0000161,0.0000166,0.0000172,0.0000179,0.0000188,0.0000198,0.0000209,0.0000221,0.0000231,0.0000240,0.0000245,0.0000245,0.0000240,0.0000230,0.0000215,0.0000198,0.0000179,0.0000161,0.0000144,0.0000128,0.0000115,0.0000103,0.0000093,0.0000084,0.0000077,0.0000071,0.0000066,0.0000061,0.0000058,0.0000055,0.0000053,0.0000051,0.0000050,0.0000049,0.0000049,0.0000049,0.0000049,0.0000049,0.0000051,0.0000052,0.0000054,0.0000056,0.0000059,0.0000063,0.0000067,0.0000072,0.0000078,0.0000085,0.0000093,0.0000102
0.0000352,0.0000434,0.0000547,0.0000705,0.0000930,0.0001256,0.0001724,0.0002367,0.0003141,0.0003836,0.0004134,0.0003931,0.0003439,0.0002911,0.0002468,0.0002133,0.0001892,0.0001726,0.0001618,0.0001559,0.0001539,0.0001554,0.0001601,0.0001674,0.0001767,0.0001864,0.0001938,0.0001955,0.0001885,0.0001722,0.0001494,0.0001244,0.0001010,0.0000811,0.0000651,0.0000526,0.0000429,0.0000355,0.0000297,0.0000252,0.0000216,0.0000188,0.0000166,0.0000148,0.0000133,0.0000122,0.0000112,0.0000104,0.0000098,0.0000093,0.0000088,0.0000085,0.0000083,0.0000081,0.0000081,0.0000080,0.0000081,0.0000082,0.0000084,0.0000087,0.0000091,0.0000095,0.0000101,0.0000109,0.0000118,0.0000129,0.0000143,0.0000160,0.0000182,0.0000209,0.0000245,0.0000291
0.0000399,0.0000493,0.0000622,0.0000805,0.0001072,0.0001476,0.0002110,0.0003148,0.0004897,0.0007819,0.0012100,0.0016170,0.0016958,0.0014595,0.0011689,0.0009483,0.0008044,0.0007179,0.0006726,0.0006579,0.0006668,0.0006921,0.0007216,0.0007345,0.0007047,0.0006205,0.0005007,0.0003791,0.0002781,0.0002028,0.0001494,0.0001119,0.0000855,0.0000668,0.0000531,0.0000431,0.0000356,0.0000298,0.0000254,0.0000219,0.0000192,0.0000170,0.0000152,0.0000138,0.0000126,0.0000116,0.0000108,0.0000102,0.0000097,0.0000093,0.0000090,0.0000087,0.0000086,0.0000085,0.0000085,0.0000085,0.0000086,0.0000088,0.0000091,0.0000094,0.0000099,0.0000105,0.0000112,0.0000120,0.0000131,0.0000144,0.0000160,0.0000180,0.0000205,0.0000237,0.0000277,0.0000330
0.0000386,0.0000496,0.0000652,0.0000879,0.0001211,0.0001699,0.0002393,0.0003296,0.0004264,0.0004987,0.0005233,0.0005075,0.0004760,0.0004482,0.0004337,0.0004371,0.0004630,0.0005193,0.0006211,0.0007950,0.0010722,0.0014017,0.0014652,0.0010790,0.0006413,0.0003707,0.0002249,0.0001449,0.0000985,0.0000701,0.0000518,0.0000395,0.0000310,0.0000249,0.0000205,0.0000171,0.0000145,0.0000125,0.0000110,0.0000097,0.0000087,0.0000079,0.0000072,0.0000067,0.0000063,0.0000059,0.0000056,0.0000054,0.0000052,0.0000051,0.0000050,0.0000050,0.0000050,0.0000050,0.0000051,0.0000052,0.0000054,0.0000057,0.0000060,0.0000063,0.0000068,0.0000073,0.0000080,0.0000088,0.0000098,0.0000111,0.0000127,0.0000146,0.0000172,0.0000205,0.0000248,0.0000306
0.0000429,0.0000518,0.0000634,0.0000785,0.0000981,0.0001228,0.0001530,0.0001874,0.0002223,0.0002523,0.0002720,0.0002795,0.0002768,0.0002685,0.0002588,0.0002506,0.0002459,0.0002457,0.0002508,0.0002622,0.0002809,0.0003080,0.0003443,0.0003884,0.0004341,0.0004661,0.0004638,0.0004178,0.0003429,0.0002643,0.0001980,0.0001479,0.0001116,0.0000858,0.0000672,0.0000537,0.0000437,0.0000363,0.0000306,0.0000262,0.0000227,0.0000200,0.0000178,0.0000160,0.0000146,0.0000134,0.0000125,0.0000117,0.0000111,0.0000106,0.0000102,0.0000099,0.0000097,0.0000096,0.0000096,0.0000096,0.0000098,0.0000100,0.0000103,0.0000107,0.0000112,0.0000118,0.0000126,0.0000136,0.0000148,0.0000162,0.0000180,0.0000202,0.0000229,0.0000263,0.0000305,0.0000360
0.0000259,0.0000317,0.0000396,0.0000507,0.0000667,0.0000905,0.0001273,0.0001858,0.0002801,0.0004264,0.0006173,0.0007703,0.0007797,0.0006727,0.0005471,0.0004494,0.0003838,0.0003437,0.0003233,0.0003196,0.0003325,0.0003653,0.0004264,0.0005334,0.0007219,0.0010517,0.0015243,0.0017208,0.0012488,0.0007032,0.0003924,0.0002345,0.0001505,0.0001026,0.0000735,0.0000547,0.0000421,0.0000334,0.0000271,0.0000224,0.0000189,0.0000162,0.0000141,0.0000125,0.0000112,0.0000101,0.0000092,0.0000085,0.0000080,0.0000075,0.0000072,0.0000069,0.0000067,0.0000065,0.0000065,0.0000064,0.0000065,0.0000065,0.0000067,0.0000069,0.0000071,0.0000075,0.0000079,0.0000085,0.0000091,0.0000099,0.0000110,0.0000122,0.0000138,0.0000158,0.0000183,0.0000216
0.0000234,0.0000273,0.0000324,0.0000390,0.0000476,0.0000591,0.0000747,0.0000959,0.0001251,0.0001654,0.0002203,0.0002927,0.0003818,0.0004797,0.0005708,0.0006399,0.0006826,0.0007072,0.0007282,0.0007596,0.0008138,0.0009032,0.0010406,0.0012319,0.0014451,0.0015566,0.0014089,0.0010544,0.0007035,0.0004557,0.0003003,0.0002046,0.0001445,0.0001056,0.0000795,0.0000615,0.0000487,0.0000394,0.0000325,0.0000272,0.0000232,0.0000200,0.0000175,0.0000155,0.0000139,0.0000126,0.0000115,0.0000107,0.0000099,0.0000094,0.0000089,0.0000085,0.0000082,0.0000080,0.0000079,0.0000078,0.0000077,0.0000078,0.0000079,0.0000080,0.0000083,0.0000086,0.0000090,0.0000095,0.0000101,0.0000108,0.0000117,0.0000128,0.0000141,0.0000157,0.0000177,0.0000202
